CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
1991,IPC,420,1,1
1992,IPC,325,1,1
1993,IPC,457,1,1
1993,IPC,380,2,2
1994,IPC,354,1,1
1995,IPC,392,1,1
1996,IPC,395,1,1
1997,IPC,325,1,1
1998,IPC,457,1,1
1998,IPC,380,2,2
1999,IPC,392,1,1
2000,IPC,325,1,1
2001,IPC,392,1,1
2002,KP,87,1,1
2003,KE,32,1,1
2004,IPC,395,1,1
2005,NDPS,20,1,1
2006,IPC,323,1,1
2007,IPC,363,1,1
2007,IPC,365,2,2
2008,IPC,392,1,1
2009,IPC,406,1,1
2010,IPC,354,1,1
2011,IPC,420,1,1
2012,IPC,323,1,1
2013,IPC,363,1,1
2013,IPC,365,2,2
2014,IPC,379,1,1
2014,IPC,381,2,2
2015,IPC,325,1,1
2016,IPC,302,1,1
2017,IPC,498A,1,1
2018,IPC,379,1,1
2018,IPC,381,2,2
2019,IPC,304B,1,1
2020,IPC,304B,1,1
2021,IPC,392,1,1
2022,IPC,304B,1,1
2023,KP,87,1,1
2024,IPC,304B,1,1
2025,IPC,363,1,1
2025,IPC,365,2,2
2026,IPC,392,1,1
2027,IPC,468,1,1
2028,IPC,304B,1,1
2029,IPC,406,1,1
2030,IPC,395,1,1
2031,IPC,307,1,1
2032,IPC,379,1,1
2033,IPC,379,1,1
2034,IPC,323,1,1
2035,IPC,468,1,1
2036,IPC,363,1,1
2036,IPC,365,2,2
2037,IPC,384,1,1
2038,IPC,457,1,1
2038,IPC,380,2,2
2039,IPC,457,1,1
2039,IPC,380,2,2
2040,IPC,420,1,1
2041,IPC,304B,1,1
2042,IPC,354,1,1
2043,IPC,395,1,1
2044,IPC,384,1,1
2045,IPC,384,1,1
2046,IPC,325,1,1
2047,IPC,395,1,1
2048,IPC,363,1,1
2048,IPC,365,2,2
2049,IPC,395,1,1
2050,IPC,489A,1,1
2051,KE,32,1,1
2052,IPC,420,1,1
2053,IPC,447,1,1
2054,IPC,304B,1,1
2055,KE,32,1,1
2056,IPC,420,1,1
2057,NDPS,20,1,1
2058,IPC,323,1,1
2059,IPC,489A,1,1
2060,KE,32,1,1
2061,KE,32,1,1
2062,IPC,323,1,1
2063,IPC,307,1,1
2064,IPC,354,1,1
2065,IPC,447,1,1
2066,KP,87,1,1
2067,IPC,498A,1,1
2068,IPC,325,1,1
2069,IPC,302,1,1
2070,IPC,384,1,1
2071,IPC,379,1,1
2072,IPC,304B,1,1
2073,IPC,379,1,1
2073,IPC,381,2,2
2074,IPC,498A,1,1
2075,IPC,379,1,1
2075,IPC,381,2,2
2076,IPC,498A,1,1
2077,IPC,392,1,1
2078,IPC,379,1,1
2078,IPC,381,2,2
2079,IPC,392,1,1
2080,IPC,498A,1,1
2081,IPC,323,1,1
2082,IPC,489A,1,1
2083,IPC,489A,1,1
2084,IPC,489A,1,1
2085,IPC,457,1,1
2085,IPC,380,2,2
2086,IPC,395,1,1
2087,IPC,447,1,1
2088,IPC,307,1,1
2089,IPC,489A,1,1
2090,IPC,489A,1,1
2091,IPC,457,1,1
2091,IPC,380,2,2
2092,IPC,384,1,1
2093,IPC,468,1,1
2094,IPC,447,1,1
2095,IPC,447,1,1
2096,ARMS,25,1,1
2097,IPC,489A,1,1
2098,IPC,406,1,1
2099,IPC,363,1,1
2099,IPC,365,2,2
2100,IPC,498A,1,1
2101,ARMS,25,1,1
2102,IPC,302,1,1
2103,IPC,392,1,1
2104,IPC,379,1,1
2105,IPC,447,1,1
2106,IPC,366,1,1
2107,IPC,307,1,1
2108,IPC,366,1,1
2109,IPC,379,1,1
2109,IPC,381,2,2
2110,ARMS,25,1,1
2111,IPC,379,1,1
2112,IPC,489A,1,1
2113,NDPS,20,1,1
2114,IPC,392,1,1
2115,IPC,395,1,1
2116,IPC,384,1,1
2117,IPC,392,1,1
2118,IPC,304B,1,1
2119,IPC,304,1,1
2120,NDPS,20,1,1
2121,IPC,489A,1,1
2122,IPC,363,1,1
2122,IPC,365,2,2
2123,KE,32,1,1
2124,IPC,468,1,1
2125,KP,87,1,1
2126,IPC,304B,1,1
2127,IPC,406,1,1
2128,IPC,447,1,1
2129,IPC,363,1,1
2129,IPC,365,2,2
2130,IPC,366,1,1
2131,IPC,498A,1,1
2132,ARMS,25,1,1
2133,IPC,304,1,1
2134,IPC,379,1,1
2135,IPC,384,1,1
2136,IPC,447,1,1
2137,IPC,392,1,1
2138,IPC,304B,1,1
2139,IPC,468,1,1
2140,KE,32,1,1
2141,IPC,406,1,1
2142,IPC,392,1,1
2143,IPC,384,1,1
2144,IPC,363,1,1
2144,IPC,365,2,2
2145,IPC,406,1,1
2146,IPC,304,1,1
2147,NDPS,20,1,1
2148,IPC,395,1,1
2149,IPC,325,1,1
2150,IPC,379,1,1
2150,IPC,381,2,2
2151,IPC,323,1,1
2152,IPC,304B,1,1
2153,IPC,302,1,1
2154,IPC,447,1,1
2155,IPC,489A,1,1
2156,IPC,447,1,1
2157,IPC,468,1,1
2158,IPC,392,1,1
2159,IPC,447,1,1
2160,IPC,366,1,1
2161,IPC,363,1,1
2161,IPC,365,2,2
2162,IPC,302,1,1
2163,IPC,304,1,1
2164,IPC,395,1,1
2165,IPC,406,1,1
2166,IPC,307,1,1
2167,IPC,366,1,1
2168,IPC,489A,1,1
2169,NDPS,20,1,1
2170,IPC,406,1,1
2171,IPC,384,1,1
2172,IPC,304B,1,1
2173,ARMS,25,1,1
2174,IPC,384,1,1
2175,IPC,447,1,1
2176,IPC,354,1,1
2177,IPC,379,1,1
2177,IPC,381,2,2
2178,NDPS,20,1,1
2179,IPC,457,1,1
2179,IPC,380,2,2
2180,IPC,363,1,1
2180,IPC,365,2,2
2181,IPC,325,1,1
2182,KP,87,1,1
2183,NDPS,20,1,1
2184,KP,87,1,1
2185,IPC,406,1,1
2186,IPC,406,1,1
2187,IPC,304B,1,1
2188,IPC,379,1,1
2188,IPC,381,2,2
2189,IPC,395,1,1
2190,IPC,498A,1,1
2191,IPC,304,1,1
2192,NDPS,20,1,1
2193,IPC,392,1,1
2194,IPC,420,1,1
2195,KE,32,1,1
2196,IPC,457,1,1
2196,IPC,380,2,2
2197,IPC,379,1,1
2197,IPC,381,2,2
2198,IPC,354,1,1
2199,IPC,366,1,1
2200,IPC,395,1,1
2201,IPC,447,1,1
2202,IPC,354,1,1
2203,IPC,420,1,1
2204,IPC,420,1,1
2205,NDPS,20,1,1
2206,NDPS,20,1,1
2207,IPC,302,1,1
2208,IPC,304,1,1
2209,IPC,392,1,1
2210,IPC,354,1,1
2211,IPC,406,1,1
2212,IPC,323,1,1
2213,IPC,395,1,1
2214,IPC,304,1,1
2215,IPC,302,1,1
2216,IPC,363,1,1
2216,IPC,365,2,2
2217,IPC,354,1,1
2218,IPC,304B,1,1
2219,KE,32,1,1
2220,IPC,307,1,1
2221,IPC,366,1,1
2222,IPC,307,1,1
2223,IPC,304,1,1
2224,ARMS,25,1,1
2225,IPC,395,1,1
2226,IPC,354,1,1
2227,IPC,420,1,1
2228,IPC,304,1,1
2229,IPC,379,1,1
2229,IPC,381,2,2
2230,IPC,304,1,1
2231,IPC,468,1,1
2232,IPC,304,1,1
2233,IPC,468,1,1
2234,IPC,363,1,1
2234,IPC,365,2,2
2235,IPC,379,1,1
2236,IPC,379,1,1
2237,IPC,395,1,1
2238,IPC,420,1,1
2239,IPC,354,1,1
2240,IPC,498A,1,1
2241,IPC,379,1,1
2241,IPC,381,2,2
2242,IPC,420,1,1
2243,IPC,384,1,1
2244,NDPS,20,1,1
2245,NDPS,20,1,1
2246,IPC,307,1,1
2247,IPC,366,1,1
2248,IPC,363,1,1
2248,IPC,365,2,2
2249,IPC,323,1,1
2250,IPC,354,1,1
2251,IPC,363,1,1
2251,IPC,365,2,2
2252,IPC,420,1,1
2253,IPC,366,1,1
2254,IPC,395,1,1
2255,IPC,447,1,1
2256,IPC,457,1,1
2256,IPC,380,2,2
2257,IPC,379,1,1
2258,IPC,384,1,1
2259,IPC,379,1,1
2260,IPC,304,1,1
2261,IPC,468,1,1
2262,IPC,392,1,1
2263,IPC,302,1,1
2264,IPC,379,1,1
2265,IPC,468,1,1
2266,IPC,354,1,1
2267,IPC,392,1,1
2268,IPC,379,1,1
2268,IPC,381,2,2
2269,IPC,392,1,1
2270,KP,87,1,1
2271,IPC,302,1,1
2272,IPC,325,1,1
2273,IPC,302,1,1
2274,IPC,498A,1,1
2275,NDPS,20,1,1
2276,IPC,325,1,1
2277,ARMS,25,1,1
2278,IPC,354,1,1
2279,IPC,468,1,1
2280,IPC,489A,1,1
2281,IPC,384,1,1
2282,IPC,420,1,1
2283,IPC,379,1,1
2283,IPC,381,2,2
2284,IPC,304,1,1
2285,IPC,323,1,1
2286,IPC,384,1,1
2287,KE,32,1,1
2288,IPC,384,1,1
2289,IPC,304B,1,1
2290,IPC,395,1,1
2291,IPC,420,1,1
2292,IPC,354,1,1
2293,NDPS,20,1,1
2294,IPC,304,1,1
2295,KP,87,1,1
2296,IPC,354,1,1
2297,IPC,457,1,1
2297,IPC,380,2,2
2298,KE,32,1,1
2299,NDPS,20,1,1
2300,NDPS,20,1,1
2301,IPC,323,1,1
2302,IPC,304B,1,1
2303,IPC,457,1,1
2303,IPC,380,2,2
2304,IPC,498A,1,1
2305,IPC,468,1,1
2306,IPC,468,1,1
2307,IPC,366,1,1
2308,IPC,325,1,1
2309,IPC,406,1,1
2310,IPC,363,1,1
2310,IPC,365,2,2
2311,IPC,304B,1,1
2312,IPC,323,1,1
2313,IPC,447,1,1
2314,IPC,489A,1,1
2315,ARMS,25,1,1
2316,NDPS,20,1,1
2317,IPC,384,1,1
2318,IPC,323,1,1
2319,IPC,498A,1,1
2320,IPC,363,1,1
2320,IPC,365,2,2
2321,IPC,325,1,1
2322,IPC,395,1,1
2323,IPC,447,1,1
2324,NDPS,20,1,1
2325,IPC,379,1,1
2326,IPC,323,1,1
2327,KP,87,1,1
2328,IPC,384,1,1
2329,IPC,392,1,1
2330,IPC,384,1,1
2331,IPC,304B,1,1
2332,IPC,379,1,1
2332,IPC,381,2,2
2333,IPC,302,1,1
2334,IPC,363,1,1
2334,IPC,365,2,2
2335,IPC,384,1,1
2336,IPC,384,1,1
2337,KP,87,1,1
2338,IPC,354,1,1
2339,IPC,354,1,1
2340,IPC,366,1,1
2341,IPC,354,1,1
2342,IPC,447,1,1
2343,IPC,323,1,1
2344,IPC,420,1,1
2345,IPC,395,1,1
2346,IPC,392,1,1
2347,IPC,447,1,1
2348,IPC,420,1,1
2349,KE,32,1,1
2350,IPC,379,1,1
2351,NDPS,20,1,1
2352,NDPS,20,1,1
2353,ARMS,25,1,1
2354,KP,87,1,1
2355,IPC,363,1,1
2355,IPC,365,2,2
2356,IPC,457,1,1
2356,IPC,380,2,2
2357,ARMS,25,1,1
2358,IPC,307,1,1
2359,IPC,307,1,1
2360,IPC,489A,1,1
2361,IPC,307,1,1
2362,NDPS,20,1,1
2363,IPC,457,1,1
2363,IPC,380,2,2
2364,IPC,323,1,1
2365,IPC,420,1,1
2366,IPC,379,1,1
2367,KP,87,1,1
2368,ARMS,25,1,1
2369,IPC,406,1,1
2370,IPC,323,1,1
2371,IPC,363,1,1
2371,IPC,365,2,2
2372,IPC,498A,1,1
2373,IPC,302,1,1
2374,IPC,304,1,1
2375,KE,32,1,1
2376,NDPS,20,1,1
2377,IPC,489A,1,1
2378,KP,87,1,1
2379,IPC,457,1,1
2379,IPC,380,2,2
2380,IPC,366,1,1
2381,IPC,366,1,1
2382,IPC,498A,1,1
2383,IPC,447,1,1
2384,IPC,379,1,1
2384,IPC,381,2,2
2385,IPC,406,1,1
2386,ARMS,25,1,1
2387,IPC,406,1,1
2388,IPC,447,1,1
2389,KE,32,1,1
2390,IPC,392,1,1
2391,IPC,379,1,1
2392,IPC,379,1,1
2393,IPC,384,1,1
2394,IPC,323,1,1
2395,IPC,354,1,1
2396,IPC,304B,1,1
2397,IPC,406,1,1
2398,IPC,489A,1,1
2399,IPC,307,1,1
2400,IPC,363,1,1
2400,IPC,365,2,2
2401,IPC,325,1,1
2402,IPC,323,1,1
2403,NDPS,20,1,1
2404,IPC,354,1,1
2405,IPC,395,1,1
2406,IPC,395,1,1
2407,IPC,384,1,1
2408,IPC,489A,1,1
2409,IPC,498A,1,1
2410,IPC,323,1,1
2411,IPC,323,1,1
2412,IPC,384,1,1
2413,IPC,379,1,1
2413,IPC,381,2,2
2414,IPC,384,1,1
2415,IPC,392,1,1
2416,IPC,489A,1,1
2417,IPC,363,1,1
2417,IPC,365,2,2
2418,IPC,406,1,1
2419,IPC,489A,1,1
2420,NDPS,20,1,1
2421,ARMS,25,1,1
2422,ARMS,25,1,1
2423,IPC,354,1,1
2424,IPC,406,1,1
2425,NDPS,20,1,1
2426,IPC,304B,1,1
2427,IPC,457,1,1
2427,IPC,380,2,2
2428,IPC,384,1,1
2429,KP,87,1,1
2430,IPC,457,1,1
2430,IPC,380,2,2
2431,IPC,323,1,1
2432,IPC,447,1,1
2433,IPC,325,1,1
2434,IPC,457,1,1
2434,IPC,380,2,2
2435,IPC,304B,1,1
2436,IPC,384,1,1
2437,IPC,498A,1,1
2438,IPC,395,1,1
2439,IPC,304,1,1
2440,KE,32,1,1
2441,NDPS,20,1,1
2442,IPC,304,1,1
2443,IPC,366,1,1
2444,IPC,468,1,1
2445,IPC,392,1,1
2446,IPC,392,1,1
2447,IPC,304,1,1
2448,IPC,468,1,1
2449,KE,32,1,1
2450,IPC,379,1,1
2451,NDPS,20,1,1
2452,KE,32,1,1
2453,IPC,304,1,1
2454,IPC,395,1,1
2455,IPC,304B,1,1
2456,IPC,447,1,1
2457,IPC,406,1,1
2458,IPC,304,1,1
2459,NDPS,20,1,1
2460,IPC,489A,1,1
2461,IPC,363,1,1
2461,IPC,365,2,2
2462,IPC,498A,1,1
2463,NDPS,20,1,1
2464,IPC,366,1,1
2465,IPC,420,1,1
2466,IPC,395,1,1
2467,NDPS,20,1,1
2468,IPC,366,1,1
2469,IPC,379,1,1
2470,IPC,406,1,1
2471,IPC,468,1,1
2472,IPC,304,1,1
2473,IPC,379,1,1
2473,IPC,381,2,2
2474,IPC,379,1,1
2474,IPC,381,2,2
2475,NDPS,20,1,1
2476,NDPS,20,1,1
2477,IPC,498A,1,1
2478,IPC,302,1,1
2479,NDPS,20,1,1
2480,IPC,489A,1,1
2481,IPC,363,1,1
2481,IPC,365,2,2
2482,IPC,420,1,1
2483,IPC,325,1,1
2484,IPC,489A,1,1
2485,IPC,395,1,1
2486,ARMS,25,1,1
2487,IPC,323,1,1
2488,IPC,379,1,1
2488,IPC,381,2,2
2489,IPC,325,1,1
2490,IPC,304,1,1
2491,IPC,392,1,1
2492,IPC,406,1,1
2493,IPC,447,1,1
2494,IPC,379,1,1
2495,IPC,304,1,1
2496,IPC,395,1,1
2497,IPC,379,1,1
2498,IPC,395,1,1
2499,IPC,304B,1,1
2500,IPC,363,1,1
2500,IPC,365,2,2
2501,IPC,366,1,1
2502,IPC,384,1,1
2503,IPC,420,1,1
2504,IPC,406,1,1
2505,IPC,498A,1,1
2506,IPC,447,1,1
2507,IPC,447,1,1
2508,IPC,304,1,1
2509,IPC,302,1,1
2510,IPC,498A,1,1
2511,NDPS,20,1,1
2512,IPC,489A,1,1
2513,IPC,468,1,1
2514,IPC,406,1,1
2515,IPC,325,1,1
2516,KE,32,1,1
2517,IPC,379,1,1
2517,IPC,381,2,2
2518,IPC,354,1,1
2519,IPC,392,1,1
2520,KE,32,1,1
2521,IPC,489A,1,1
2522,IPC,420,1,1
2523,IPC,325,1,1
2524,IPC,489A,1,1
2525,ARMS,25,1,1
2526,ARMS,25,1,1
2527,IPC,302,1,1
2528,IPC,323,1,1
2529,IPC,304B,1,1
2530,IPC,447,1,1
2531,KP,87,1,1
2532,IPC,384,1,1
2533,IPC,406,1,1
2534,IPC,307,1,1
2535,IPC,325,1,1
2536,ARMS,25,1,1
2537,IPC,420,1,1
2538,IPC,489A,1,1
2539,IPC,420,1,1
2540,IPC,307,1,1
2541,IPC,457,1,1
2541,IPC,380,2,2
2542,IPC,323,1,1
2543,IPC,457,1,1
2543,IPC,380,2,2
2544,IPC,489A,1,1
2545,IPC,366,1,1
2546,IPC,323,1,1
2547,IPC,307,1,1
2548,IPC,379,1,1
2548,IPC,381,2,2
2549,IPC,420,1,1
2550,IPC,489A,1,1
2551,IPC,307,1,1
2552,IPC,363,1,1
2552,IPC,365,2,2
2553,IPC,379,1,1
2554,KP,87,1,1
2555,IPC,457,1,1
2555,IPC,380,2,2
2556,IPC,363,1,1
2556,IPC,365,2,2
2557,IPC,304B,1,1
2558,IPC,354,1,1
2559,IPC,366,1,1
2560,IPC,307,1,1
2561,ARMS,25,1,1
2562,IPC,302,1,1
2563,IPC,379,1,1
2563,IPC,381,2,2
2564,ARMS,25,1,1
2565,IPC,489A,1,1
2566,IPC,384,1,1
2567,IPC,447,1,1
2568,IPC,457,1,1
2568,IPC,380,2,2
2569,IPC,447,1,1
2570,IPC,379,1,1
2571,IPC,304,1,1
2572,IPC,406,1,1
2573,IPC,325,1,1
2574,IPC,304B,1,1
2575,KE,32,1,1
2576,IPC,384,1,1
2577,IPC,363,1,1
2577,IPC,365,2,2
2578,IPC,379,1,1
2579,IPC,366,1,1
2580,IPC,384,1,1
2581,IPC,447,1,1
2582,IPC,447,1,1
2583,IPC,447,1,1
2584,KP,87,1,1
2585,IPC,304,1,1
2586,IPC,325,1,1
2587,IPC,406,1,1
2588,IPC,392,1,1
2589,IPC,366,1,1
2590,IPC,392,1,1
2591,IPC,325,1,1
2592,IPC,304B,1,1
2593,ARMS,25,1,1
2594,ARMS,25,1,1
2595,NDPS,20,1,1
2596,IPC,304B,1,1
2597,IPC,468,1,1
2598,IPC,384,1,1
2599,IPC,325,1,1
2600,IPC,307,1,1
2601,NDPS,20,1,1
2602,IPC,354,1,1
2603,NDPS,20,1,1
2604,IPC,384,1,1
2605,IPC,323,1,1
2606,IPC,420,1,1
2607,KE,32,1,1
2608,IPC,304B,1,1
2609,NDPS,20,1,1
2610,ARMS,25,1,1
2611,IPC,468,1,1
2612,KP,87,1,1
2613,IPC,406,1,1
2614,KE,32,1,1
2615,IPC,302,1,1
2616,IPC,447,1,1
2617,IPC,379,1,1
2618,IPC,363,1,1
2618,IPC,365,2,2
2619,IPC,406,1,1
2620,IPC,379,1,1
2621,IPC,468,1,1
2622,NDPS,20,1,1
2623,IPC,420,1,1
2624,IPC,379,1,1
2625,IPC,498A,1,1
2626,IPC,354,1,1
2627,IPC,323,1,1
2628,IPC,384,1,1
2629,IPC,384,1,1
2630,IPC,489A,1,1
2631,IPC,489A,1,1
2632,NDPS,20,1,1
2633,NDPS,20,1,1
2634,IPC,392,1,1
2635,IPC,325,1,1
2636,IPC,406,1,1
2637,IPC,406,1,1
2638,IPC,379,1,1
2638,IPC,381,2,2
2639,IPC,457,1,1
2639,IPC,380,2,2
2640,IPC,468,1,1
2641,IPC,489A,1,1
2642,KP,87,1,1
2643,IPC,392,1,1
2644,IPC,395,1,1
2645,IPC,489A,1,1
2646,IPC,323,1,1
2647,IPC,468,1,1
2648,IPC,489A,1,1
2649,IPC,392,1,1
2650,IPC,406,1,1
2651,IPC,354,1,1
2652,IPC,457,1,1
2652,IPC,380,2,2
2653,IPC,489A,1,1
2654,IPC,354,1,1
2655,IPC,379,1,1
2655,IPC,381,2,2
2656,IPC,379,1,1
2656,IPC,381,2,2
2657,IPC,304,1,1
2658,IPC,302,1,1
2659,IPC,468,1,1
2660,IPC,379,1,1
2661,IPC,395,1,1
2662,IPC,379,1,1
2663,IPC,363,1,1
2663,IPC,365,2,2
2664,IPC,379,1,1
2665,IPC,304,1,1
2666,IPC,489A,1,1
2667,ARMS,25,1,1
2668,NDPS,20,1,1
2669,IPC,447,1,1
2670,IPC,468,1,1
2671,IPC,379,1,1
2671,IPC,381,2,2
2672,IPC,325,1,1
2673,IPC,468,1,1
2674,IPC,406,1,1
2675,IPC,304,1,1
2676,IPC,468,1,1
2677,KP,87,1,1
2678,IPC,307,1,1
2679,IPC,379,1,1
2680,IPC,468,1,1
2681,IPC,323,1,1
2682,KE,32,1,1
2683,IPC,325,1,1
2684,KE,32,1,1
2685,IPC,468,1,1
2686,IPC,304,1,1
2687,IPC,323,1,1
2688,ARMS,25,1,1
2689,IPC,447,1,1
2690,IPC,395,1,1
2691,KP,87,1,1
2692,IPC,392,1,1
2693,IPC,363,1,1
2693,IPC,365,2,2
2694,IPC,395,1,1
2695,IPC,406,1,1
2696,IPC,379,1,1
2696,IPC,381,2,2
2697,IPC,363,1,1
2697,IPC,365,2,2
2698,IPC,307,1,1
2699,IPC,447,1,1
2700,IPC,307,1,1
2701,IPC,489A,1,1
2702,IPC,447,1,1
2703,IPC,384,1,1
2704,IPC,392,1,1
2705,IPC,304B,1,1
2706,ARMS,25,1,1
2707,IPC,302,1,1
2708,IPC,384,1,1
2709,IPC,304B,1,1
2710,IPC,406,1,1
2711,IPC,323,1,1
2712,IPC,304,1,1
2713,IPC,366,1,1
2714,IPC,304B,1,1
2715,IPC,392,1,1
2716,IPC,354,1,1
2717,IPC,447,1,1
2718,KP,87,1,1
2719,IPC,363,1,1
2719,IPC,365,2,2
2720,IPC,406,1,1
2721,IPC,447,1,1
2722,IPC,363,1,1
2722,IPC,365,2,2
2723,KP,87,1,1
2724,KP,87,1,1
2725,IPC,325,1,1
2726,IPC,304,1,1
2727,IPC,379,1,1
2728,KE,32,1,1
2729,IPC,489A,1,1
2730,IPC,395,1,1
2731,IPC,304B,1,1
2732,ARMS,25,1,1
2733,IPC,406,1,1
2734,IPC,379,1,1
2735,IPC,468,1,1
2736,IPC,307,1,1
2737,IPC,468,1,1
2738,IPC,307,1,1
2739,IPC,325,1,1
2740,IPC,468,1,1
2741,NDPS,20,1,1
2742,IPC,457,1,1
2742,IPC,380,2,2
2743,IPC,366,1,1
2744,IPC,447,1,1
2745,IPC,392,1,1
2746,IPC,354,1,1
2747,KP,87,1,1
2748,IPC,489A,1,1
2749,IPC,307,1,1
2750,NDPS,20,1,1
2751,IPC,457,1,1
2751,IPC,380,2,2
2752,IPC,395,1,1
2753,IPC,304,1,1
2754,IPC,447,1,1
2755,IPC,302,1,1
2756,ARMS,25,1,1
2757,IPC,323,1,1
2758,IPC,498A,1,1
2759,IPC,447,1,1
2760,IPC,384,1,1
2761,ARMS,25,1,1
2762,NDPS,20,1,1
2763,IPC,379,1,1
2763,IPC,381,2,2
2764,IPC,457,1,1
2764,IPC,380,2,2
2765,IPC,420,1,1
2766,IPC,325,1,1
2767,IPC,323,1,1
2768,KP,87,1,1
2769,IPC,366,1,1
2770,IPC,304,1,1
2771,IPC,395,1,1
2772,IPC,354,1,1
2773,ARMS,25,1,1
2774,KP,87,1,1
2775,IPC,457,1,1
2775,IPC,380,2,2
2776,IPC,323,1,1
2777,ARMS,25,1,1
2778,IPC,420,1,1
2779,IPC,366,1,1
2780,IPC,366,1,1
2781,NDPS,20,1,1
2782,IPC,468,1,1
2783,IPC,498A,1,1
2784,IPC,325,1,1
2785,ARMS,25,1,1
2786,IPC,489A,1,1
2787,IPC,379,1,1
2788,IPC,392,1,1
2789,IPC,325,1,1
2790,IPC,379,1,1
2790,IPC,381,2,2
2791,IPC,304,1,1
2792,IPC,379,1,1
2792,IPC,381,2,2
2793,IPC,489A,1,1
2794,IPC,354,1,1
2795,IPC,323,1,1
2796,IPC,489A,1,1
2797,IPC,304B,1,1
2798,IPC,379,1,1
2798,IPC,381,2,2
2799,IPC,304,1,1
2800,KP,87,1,1
2801,IPC,325,1,1
2802,IPC,392,1,1
2803,IPC,489A,1,1
2804,IPC,489A,1,1
2805,IPC,325,1,1
2806,IPC,447,1,1
2807,IPC,325,1,1
2808,IPC,468,1,1
2809,IPC,379,1,1
2809,IPC,381,2,2
2810,IPC,406,1,1
2811,IPC,304,1,1
2812,IPC,379,1,1
2813,IPC,363,1,1
2813,IPC,365,2,2
2814,IPC,379,1,1
2814,IPC,381,2,2
2815,ARMS,25,1,1
2816,IPC,302,1,1
2817,IPC,323,1,1
2818,NDPS,20,1,1
2819,IPC,489A,1,1
2820,IPC,307,1,1
2821,IPC,392,1,1
2822,KP,87,1,1
2823,IPC,302,1,1
2824,IPC,304,1,1
2825,IPC,457,1,1
2825,IPC,380,2,2
2826,IPC,304B,1,1
2827,IPC,468,1,1
2828,KP,87,1,1
2829,IPC,395,1,1
2830,IPC,395,1,1
2831,KP,87,1,1
2832,IPC,420,1,1
2833,IPC,392,1,1
2834,IPC,304,1,1
2835,IPC,498A,1,1
2836,IPC,307,1,1
2837,IPC,395,1,1
2838,IPC,406,1,1
2839,IPC,420,1,1
2840,IPC,304B,1,1
2841,IPC,379,1,1
2842,IPC,392,1,1
2843,IPC,447,1,1
2844,IPC,379,1,1
2845,IPC,323,1,1
2846,NDPS,20,1,1
2847,IPC,489A,1,1
2848,IPC,379,1,1
2848,IPC,381,2,2
2849,IPC,395,1,1
2850,ARMS,25,1,1
2851,NDPS,20,1,1
2852,IPC,304B,1,1
2853,KE,32,1,1
2854,KE,32,1,1
2855,IPC,457,1,1
2855,IPC,380,2,2
2856,IPC,489A,1,1
2857,IPC,363,1,1
2857,IPC,365,2,2
2858,KE,32,1,1
2859,IPC,304B,1,1
2860,IPC,379,1,1
2860,IPC,381,2,2
2861,IPC,379,1,1
2861,IPC,381,2,2
2862,IPC,420,1,1
2863,IPC,363,1,1
2863,IPC,365,2,2
2864,IPC,379,1,1
2865,IPC,323,1,1
2866,IPC,384,1,1
2867,IPC,498A,1,1
2868,IPC,447,1,1
2869,IPC,395,1,1
2870,IPC,384,1,1
2871,IPC,304,1,1
2872,IPC,489A,1,1
2873,IPC,406,1,1
2874,IPC,304,1,1
2875,IPC,304,1,1
2876,IPC,302,1,1
2877,IPC,379,1,1
2878,IPC,406,1,1
2879,KP,87,1,1
2880,IPC,498A,1,1
2881,IPC,379,1,1
2882,IPC,498A,1,1
2883,IPC,363,1,1
2883,IPC,365,2,2
2884,KE,32,1,1
2885,IPC,457,1,1
2885,IPC,380,2,2
2886,IPC,457,1,1
2886,IPC,380,2,2
2887,IPC,363,1,1
2887,IPC,365,2,2
2888,ARMS,25,1,1
2889,IPC,302,1,1
2890,IPC,366,1,1
2891,IPC,325,1,1
2892,ARMS,25,1,1
2893,IPC,323,1,1
2894,IPC,304,1,1
2895,IPC,420,1,1
2896,IPC,457,1,1
2896,IPC,380,2,2
2897,IPC,498A,1,1
2898,IPC,489A,1,1
2899,IPC,489A,1,1
2900,IPC,379,1,1
2901,IPC,498A,1,1
2902,IPC,323,1,1
2903,IPC,366,1,1
2904,IPC,489A,1,1
2905,IPC,379,1,1
2906,IPC,304,1,1
2907,IPC,325,1,1
2908,IPC,447,1,1
2909,NDPS,20,1,1
2910,IPC,379,1,1
2911,IPC,498A,1,1
2912,IPC,302,1,1
2913,IPC,498A,1,1
2914,IPC,384,1,1
2915,IPC,379,1,1
2915,IPC,381,2,2
2916,IPC,325,1,1
2917,IPC,354,1,1
2918,KP,87,1,1
2919,IPC,363,1,1
2919,IPC,365,2,2
2920,IPC,447,1,1
2921,IPC,406,1,1
2922,KE,32,1,1
2923,IPC,395,1,1
2924,IPC,302,1,1
2925,IPC,468,1,1
2926,IPC,379,1,1
2927,IPC,392,1,1
2928,IPC,468,1,1
2929,IPC,302,1,1
2930,IPC,323,1,1
2931,IPC,323,1,1
2932,IPC,406,1,1
2933,IPC,302,1,1
2934,IPC,384,1,1
2935,IPC,379,1,1
2935,IPC,381,2,2
2936,IPC,406,1,1
2937,IPC,307,1,1
2938,IPC,304,1,1
2939,IPC,395,1,1
2940,IPC,457,1,1
2940,IPC,380,2,2
2941,ARMS,25,1,1
